"date","compname","returns","rfree","month","year","mkt_ret"
2006-01-10,"COMPUTER ASSOCIATES INTL INC",-0.009986,0.000415,1,2006,-0.000356675616409749
2006-01-10,"MORGAN STANLEY DEAN WITTER & CO",0.000507,0.000415,1,2006,-0.000356675616409749
2006-01-10,"C B S CORP NEW",-0.018162,0.000415,1,2006,-0.000356675616409749
2006-01-10,"C B S CORP NEW",-0.017388,0.000415,1,2006,-0.000356675616409749
2006-01-10,"CERTEGY INC",0.012836,0.000415,1,2006,-0.000356675616409749
2006-01-10,"COMCAST CORP NEW",-0.001457,0.000415,1,2006,-0.000356675616409749
2006-01-10,"COMCAST CORP NEW",0,0.000415,1,2006,-0.000356675616409749
2006-01-10,"VIACOM INC NEW",-0.002353,0.000415,1,2006,-0.000356675616409749
2006-01-10,"VIACOM INC NEW",-0.001176,0.000415,1,2006,-0.000356675616409749
2006-01-11,"COMPUTER ASSOCIATES INTL INC",0.01113,0.000416,1,2006,0.00347549801529712
2006-01-11,"MORGAN STANLEY DEAN WITTER & CO",0.010469,0.000416,1,2006,0.00347549801529712
2006-01-11,"C B S CORP NEW",-0.008305,0.000416,1,2006,0.00347549801529712
2006-01-11,"C B S CORP NEW",-0.014307,0.000416,1,2006,0.00347549801529712
2006-01-11,"CERTEGY INC",0.001152,0.000416,1,2006,0.00347549801529712
2006-01-11,"COMCAST CORP NEW",0.003283,0.000416,1,2006,0.00347549801529712
2006-01-11,"COMCAST CORP NEW",0.005164,0.000416,1,2006,0.00347549801529712
2006-01-11,"VIACOM INC NEW",-0.013915,0.000416,1,2006,0.00347549801529712
2006-01-11,"VIACOM INC NEW",-0.011779,0.000416,1,2006,0.00347549801529712
2006-01-12,"COMPUTER ASSOCIATES INTL INC",0.009976,0.000416,1,2006,-0.00629400478262764
2006-01-12,"MORGAN STANLEY DEAN WITTER & CO",-0.001679,0.000416,1,2006,-0.00629400478262764
2006-01-12,"C B S CORP NEW",-0.009136,0.000416,1,2006,-0.00629400478262764
2006-01-12,"C B S CORP NEW",-0.007257,0.000416,1,2006,-0.00629400478262764
2006-01-12,"CERTEGY INC",-0.009206,0.000416,1,2006,-0.00629400478262764
2006-01-12,"COMCAST CORP NEW",0.012,0.000416,1,2006,-0.00629400478262764
2006-01-12,"COMCAST CORP NEW",0.013578,0.000416,1,2006,-0.00629400478262764
2006-01-12,"VIACOM INC NEW",-0.003827,0.000416,1,2006,-0.00629400478262764
2006-01-12,"VIACOM INC NEW",-0.00882,0.000416,1,2006,-0.00629400478262764
2006-01-13,"COMPUTER ASSOCIATES INTL INC",0,0.000413,1,2006,0.00120444824773554
2006-01-13,"MORGAN STANLEY DEAN WITTER & CO",-0.001513,0.000413,1,2006,0.00120444824773554
2006-01-13,"C B S CORP NEW",-0.019209,0.000413,1,2006,0.00120444824773554
2006-01-13,"C B S CORP NEW",-0.019623,0.000413,1,2006,0.00120444824773554
2006-01-13,"CERTEGY INC",0.00511,0.000413,1,2006,0.00120444824773554
2006-01-13,"COMCAST CORP NEW",0.004312,0.000413,1,2006,0.00120444824773554
2006-01-13,"COMCAST CORP NEW",0.005793,0.000413,1,2006,0.00120444824773554
2006-01-13,"VIACOM INC NEW",0.012725,0.000413,1,2006,0.00120444824773554
2006-01-13,"VIACOM INC NEW",0.013468,0.000413,1,2006,0.00120444824773554
2006-01-17,"COMPUTER ASSOCIATES INTL INC",-0.010218,0.000411,1,2006,-0.00364120853960264
2006-01-17,"MORGAN STANLEY DEAN WITTER & CO",-0.009599,0.000411,1,2006,-0.00364120853960264
2006-01-17,"C B S CORP NEW",-0.017235,0.000411,1,2006,-0.00364120853960264
2006-01-17,"C B S CORP NEW",-0.016484,0.000411,1,2006,-0.00364120853960264
2006-01-17,"CERTEGY INC",-0.003929,0.000411,1,2006,-0.00364120853960264
2006-01-17,"COMCAST CORP NEW",0.005367,0.000411,1,2006,-0.00364120853960264
2006-01-17,"COMCAST CORP NEW",0.00504,0.000411,1,2006,-0.00364120853960264
2006-01-17,"VIACOM INC NEW",-0.01138,0.000411,1,2006,-0.00364120853960264
2006-01-17,"VIACOM INC NEW",-0.010204,0.000411,1,2006,-0.00364120853960264
2006-01-18,"COMPUTER ASSOCIATES INTL INC",-0.003785,0.000404,1,2006,-0.00390494298220619
2006-01-18,"MORGAN STANLEY DEAN WITTER & CO",-0.006121,0.000404,1,2006,-0.00390494298220619
2006-01-18,"C B S CORP NEW",0.021124,0.000404,1,2006,-0.00390494298220619
2006-01-18,"C B S CORP NEW",0.024342,0.000404,1,2006,-0.00390494298220619
2006-01-18,"CERTEGY INC",-0.00232,0.000404,1,2006,-0.00390494298220619
2006-01-18,"COMCAST CORP NEW",0.003203,0.000404,1,2006,-0.00390494298220619
2006-01-18,"COMCAST CORP NEW",0.006447,0.000404,1,2006,-0.00390494298220619
2006-01-18,"VIACOM INC NEW",0.000959,0.000404,1,2006,-0.00390494298220619
2006-01-18,"VIACOM INC NEW",-0.00048,0.000404,1,2006,-0.00390494298220619
2006-01-19,"COMPUTER ASSOCIATES INTL INC",0.010017,0.000398,1,2006,0.00554825298848747
2006-01-19,"MORGAN STANLEY DEAN WITTER & CO",0.015398,0.000398,1,2006,0.00554825298848747
2006-01-19,"C B S CORP NEW",-0.002342,0.000398,1,2006,0.00554825298848747
2006-01-19,"C B S CORP NEW",-0.003896,0.000398,1,2006,0.00554825298848747
2006-01-19,"CERTEGY INC",0.016744,0.000398,1,2006,0.00554825298848747
2006-01-19,"COMCAST CORP NEW",0,0.000398,1,2006,0.00554825298848747
2006-01-19,"COMCAST CORP NEW",-0.001779,0.000398,1,2006,0.00554825298848747
2006-01-19,"VIACOM INC NEW",0.024677,0.000398,1,2006,0.00554825298848747
2006-01-19,"VIACOM INC NEW",0.024466,0.000398,1,2006,0.00554825298848747
2006-01-20,"COMPUTER ASSOCIATES INTL INC",-0.007866,0.000395,1,2006,-0.0184963225471481
2006-01-20,"MORGAN STANLEY DEAN WITTER & CO",-0.025274,0.000395,1,2006,-0.0184963225471481
2006-01-20,"C B S CORP NEW",-0.023474,0.000395,1,2006,-0.0184963225471481
2006-01-20,"C B S CORP NEW",-0.023074,0.000395,1,2006,-0.0184963225471481
2006-01-20,"CERTEGY INC",-0.013038,0.000395,1,2006,-0.0184963225471481
2006-01-20,"COMCAST CORP NEW",-0.015254,0.000395,1,2006,-0.0184963225471481
2006-01-20,"COMCAST CORP NEW",-0.011052,0.000395,1,2006,-0.0184963225471481
2006-01-20,"VIACOM INC NEW",-0.007482,0.000395,1,2006,-0.0184963225471481
2006-01-20,"VIACOM INC NEW",-0.00679,0.000395,1,2006,-0.0184963225471481
2006-01-23,"COMPUTER ASSOCIATES INTL INC",-0.001724,0.000398,1,2006,0.00184528372373133
2006-01-23,"MORGAN STANLEY DEAN WITTER & CO",0.01089,0.000398,1,2006,0.00184528372373133
2006-01-23,"C B S CORP NEW",0.035657,0.000398,1,2006,0.00184528372373133
2006-01-23,"C B S CORP NEW",0.033627,0.000398,1,2006,0.00184528372373133
2006-01-23,"CERTEGY INC",0.008111,0.000398,1,2006,0.00184528372373133
2006-01-23,"COMCAST CORP NEW",-0.009726,0.000398,1,2006,0.00184528372373133
2006-01-23,"COMCAST CORP NEW",-0.011896,0.000398,1,2006,0.00184528372373133
2006-01-23,"VIACOM INC NEW",0.01649,0.000398,1,2006,0.00184528372373133
2006-01-23,"VIACOM INC NEW",0.018152,0.000398,1,2006,0.00184528372373133
2006-01-24,"COMPUTER ASSOCIATES INTL INC",-0.002762,0.000424,1,2006,0.00240254836265913
2006-01-24,"MORGAN STANLEY DEAN WITTER & CO",0.003591,0.000424,1,2006,0.00240254836265913
2006-01-24,"C B S CORP NEW",0.040232,0.000424,1,2006,0.00240254836265913
2006-01-24,"C B S CORP NEW",0.041828,0.000424,1,2006,0.00240254836265913
2006-01-24,"CERTEGY INC",0.007586,0.000424,1,2006,0.00240254836265913
2006-01-24,"COMCAST CORP NEW",0.000728,0.000424,1,2006,0.00240254836265913
2006-01-24,"COMCAST CORP NEW",-0.002554,0.000424,1,2006,0.00240254836265913
2006-01-24,"VIACOM INC NEW",0.007184,0.000424,1,2006,0.00240254836265913
2006-01-24,"VIACOM INC NEW",0.005557,0.000424,1,2006,0.00240254836265913
2006-01-25,"COMPUTER ASSOCIATES INTL INC",-0.03982,0.000422,1,2006,-0.0017222177056094
2006-01-25,"MORGAN STANLEY DEAN WITTER & CO",0.008179,0.000422,1,2006,-0.0017222177056094
2006-01-25,"C B S CORP NEW",-0.016735,0.000422,1,2006,-0.0017222177056094
2006-01-25,"C B S CORP NEW",-0.018587,0.000422,1,2006,-0.0017222177056094
2006-01-25,"CERTEGY INC",0.002282,0.000422,1,2006,-0.0017222177056094
2006-01-25,"COMCAST CORP NEW",-0.007997,0.000422,1,2006,-0.0017222177056094
2006-01-25,"COMCAST CORP NEW",-0.005486,0.000422,1,2006,-0.0017222177056094
2006-01-25,"VIACOM INC NEW",-0.004142,0.000422,1,2006,-0.0017222177056094
2006-01-25,"VIACOM INC NEW",-0.002993,0.000422,1,2006,-0.0017222177056094
2006-01-26,"COMPUTER ASSOCIATES INTL INC",0.009376,0.000417,1,2006,0.00720890726399273
2006-01-26,"MORGAN STANLEY DEAN WITTER & CO",0.01352,0.000417,1,2006,0.00720890726399273
2006-01-26,"C B S CORP NEW",0.016263,0.000417,1,2006,0.00720890726399273
2006-01-26,"C B S CORP NEW",0.01553,0.000417,1,2006,0.00720890726399273
2006-01-26,"CERTEGY INC",0.005236,0.000417,1,2006,0.00720890726399273
2006-01-26,"COMCAST CORP NEW",0.024185,0.000417,1,2006,0.00720890726399273
2006-01-26,"COMCAST CORP NEW",0.024641,0.000417,1,2006,0.00720890726399273
2006-01-26,"VIACOM INC NEW",-0.004159,0.000417,1,2006,0.00720890726399273
2006-01-26,"VIACOM INC NEW",-0.00485,0.000417,1,2006,0.00720890726399273
2006-01-27,"COMPUTER ASSOCIATES INTL INC",-0.019293,0.000419,1,2006,0.00773401464669858
2006-01-27,"MORGAN STANLEY DEAN WITTER & CO",0.013507,0.000419,1,2006,0.00773401464669858
2006-01-27,"C B S CORP NEW",-0.001117,0.000419,1,2006,0.00773401464669858
2006-01-27,"C B S CORP NEW",-0.000373,0.000419,1,2006,0.00773401464669858
2006-01-27,"CERTEGY INC",-0.008832,0.000419,1,2006,0.00773401464669858
2006-01-27,"COMCAST CORP NEW",0.010733,0.000419,1,2006,0.00773401464669858
2006-01-27,"COMCAST CORP NEW",0.009691,0.000419,1,2006,0.00773401464669858
2006-01-27,"VIACOM INC NEW",0.004408,0.000419,1,2006,0.00773401464669858
2006-01-27,"VIACOM INC NEW",0.00673,0.000419,1,2006,0.00773401464669858
2006-01-27,"CHIPOTLE MEXICAN GRILL INC",-0.040909,0.000419,1,2006,0.00773401464669858
2006-01-30,"COMPUTER ASSOCIATES INTL INC",0.0102,0.000418,1,2006,0.00114443107060402
2006-01-30,"MORGAN STANLEY DEAN WITTER & CO",-0.00181,0.000418,1,2006,0.00114443107060402
2006-01-30,"C B S CORP NEW",0.020119,0.000418,1,2006,0.00114443107060402
2006-01-30,"C B S CORP NEW",0.017537,0.000418,1,2006,0.00114443107060402
2006-01-30,"CERTEGY INC",-0.009367,0.000418,1,2006,0.00114443107060402
2006-01-30,"COMCAST CORP NEW",-0.015575,0.000418,1,2006,0.00114443107060402
2006-01-30,"COMCAST CORP NEW",-0.013509,0.000418,1,2006,0.00114443107060402
2006-01-30,"VIACOM INC NEW",-0.017094,0.000418,1,2006,0.00114443107060402
2006-01-30,"VIACOM INC NEW",-0.019133,0.000418,1,2006,0.00114443107060402
2006-01-30,"CHIPOTLE MEXICAN GRILL INC",0.061611,0.000418,1,2006,0.00114443107060402
2006-01-31,"COMPUTER ASSOCIATES INTL INC",-0.015507,0.000437,1,2006,-0.00398397982592137
2006-01-31,"MORGAN STANLEY DEAN WITTER & CO",0.012856,0.000437,1,2006,-0.00398397982592137
2006-01-31,"C B S CORP NEW",-0.043097,0.000437,1,2006,-0.00398397982592137
2006-01-31,"C B S CORP NEW",-0.041804,0.000437,1,2006,-0.00398397982592137
2006-01-31,"CERTEGY INC",0.002076,0.000437,1,2006,-0.00398397982592137
2006-01-31,"COMCAST CORP NEW",0.00036,0.000437,1,2006,-0.00398397982592137
2006-01-31,"COMCAST CORP NEW",-0.001081,0.000437,1,2006,-0.00398397982592137
2006-01-31,"VIACOM INC NEW",-0.025147,0.000437,1,2006,-0.00398397982592137
2006-01-31,"VIACOM INC NEW",-0.024677,0.000437,1,2006,-0.00398397982592137
2006-01-31,"CHIPOTLE MEXICAN GRILL INC",0.060714,0.000437,1,2006,-0.00398397982592137
2006-02-01,"COMPUTER ASSOCIATES INTL INC",0.005861,0.000433,2,2006,0.00185753647664175
2006-02-01,"MORGAN STANLEY DEAN WITTER & CO",0.006184,0.000433,2,2006,0.00185753647664175
2006-02-01,"C B S CORP NEW",0.003817,0.000433,2,2006,0.00185753647664175
2006-02-01,"C B S CORP NEW",0.000383,0.000433,2,2006,0.00185753647664175
2006-02-01,"FIDELITY NATIONAL INFO SVCS INC",-0.005063,0.000433,2,2006,0.00185753647664175
2006-02-01,"COMCAST CORP NEW",0.006111,0.000433,2,2006,0.00185753647664175
2006-02-01,"COMCAST CORP NEW",0.006854,0.000433,2,2006,0.00185753647664175
2006-02-01,"VIACOM INC NEW",0.014706,0.000433,2,2006,0.00185753647664175
2006-02-01,"VIACOM INC NEW",0.013012,0.000433,2,2006,0.00185753647664175
2006-02-01,"CHIPOTLE MEXICAN GRILL INC",-0.020202,0.000433,2,2006,0.00185753647664175
2006-02-02,"C A INC",-0.001821,0.000432,2,2006,-0.00910200568293005
2006-02-02,"MORGAN STANLEY DEAN WITTER & CO",-0.009057,0.000432,2,2006,-0.00910200568293005
2006-02-02,"C B S CORP NEW",-0.020913,0.000432,2,2006,-0.00910200568293005
2006-02-02,"C B S CORP NEW",-0.018745,0.000432,2,2006,-0.00910200568293005
2006-02-02,"FIDELITY NATIONAL INFO SVCS INC",-0.007852,0.000432,2,2006,-0.00910200568293005
2006-02-02,"COMCAST CORP NEW",-0.034655,0.000432,2,2006,-0.00910200568293005
2006-02-02,"COMCAST CORP NEW",-0.032605,0.000432,2,2006,-0.00910200568293005
2006-02-02,"VIACOM INC NEW",-0.007603,0.000432,2,2006,-0.00910200568293005
2006-02-02,"VIACOM INC NEW",-0.00666,0.000432,2,2006,-0.00910200568293005
2006-02-02,"CHIPOTLE MEXICAN GRILL INC",-0.038875,0.000432,2,2006,-0.00910200568293005
2006-02-03,"C A INC",-0.004743,0.000431,2,2006,-0.00537301983661871
2006-02-03,"MORGAN STANLEY DEAN WITTER & CO",0.002775,0.000431,2,2006,-0.00537301983661871
2006-02-03,"FIDELITY NATIONAL INFO SVCS INC",-0.005616,0.000431,2,2006,-0.00537301983661871
2006-02-03,"COMCAST CORP NEW",0.002221,0.000431,2,2006,-0.00537301983661871
2006-02-03,"COMCAST CORP NEW",0.002593,0.000431,2,2006,-0.00537301983661871
2006-02-03,"CHIPOTLE MEXICAN GRILL INC",0.040223,0.000431,2,2006,-0.00537301983661871
2006-02-06,"C A INC",-0.006598,0.000432,2,2006,0.000782895578485901
2006-02-06,"MORGAN STANLEY DEAN WITTER & CO",0.00472,0.000432,2,2006,0.000782895578485901
2006-02-06,"FIDELITY NATIONAL INFO SVCS INC",-0.007189,0.000432,2,2006,0.000782895578485901
2006-02-06,"COMCAST CORP NEW",-0.00517,0.000432,2,2006,0.000782895578485901
2006-02-06,"COMCAST CORP NEW",-0.004802,0.000432,2,2006,0.000782895578485901
2006-02-06,"CHIPOTLE MEXICAN GRILL INC",0.024919,0.000432,2,2006,0.000782895578485901
2006-02-07,"C A INC",-0.005535,0.000433,2,2006,-0.00812766661725295
2006-02-07,"INTERNATIONAL GAME TECHNOLOGY",-0.002494,0.000433,2,2006,-0.00812766661725295
2006-02-07,"MORGAN STANLEY DEAN WITTER & CO",-0.01944,0.000433,2,2006,-0.00812766661725295
2006-02-07,"CONVERGYS CORP",-0.012034,0.000433,2,2006,-0.00812766661725295
2006-02-07,"FIDELITY NATIONAL INFO SVCS INC",-0.020171,0.000433,2,2006,-0.00812766661725295
2006-02-07,"COMCAST CORP NEW",-0.003712,0.000433,2,2006,-0.00812766661725295
2006-02-07,"COMCAST CORP NEW",-0.004083,0.000433,2,2006,-0.00812766661725295
2006-02-07,"CHIPOTLE MEXICAN GRILL INC",-0.029973,0.000433,2,2006,-0.00812766661725295
2006-02-08,"C A INC",0.007792,0.000434,2,2006,0.00862556164272934
2006-02-08,"INTERNATIONAL GAME TECHNOLOGY",0.006944,0.000434,2,2006,0.00862556164272934
2006-02-08,"MORGAN STANLEY DEAN WITTER & CO",0.012225,0.000434,2,2006,0.00862556164272934
2006-02-08,"CONVERGYS CORP",0.005481,0.000434,2,2006,0.00862556164272934
2006-02-08,"FIDELITY NATIONAL INFO SVCS INC",-0.008445,0.000434,2,2006,0.00862556164272934
2006-02-08,"COMCAST CORP NEW",0.006706,0.000434,2,2006,0.00862556164272934
2006-02-08,"COMCAST CORP NEW",0.005963,0.000434,2,2006,0.00862556164272934
2006-02-08,"CHIPOTLE MEXICAN GRILL INC",-0.011668,0.000434,2,2006,0.00862556164272934
2006-02-09,"C A INC",-0.002946,0.000432,2,2006,-0.00147859027646843
2006-02-09,"INTERNATIONAL GAME TECHNOLOGY",-0.001103,0.000432,2,2006,-0.00147859027646843
2006-02-09,"MORGAN STANLEY DEAN WITTER & CO",-0.001469,0.000432,2,2006,-0.00147859027646843
2006-02-09,"CONVERGYS CORP",-0.007268,0.000432,2,2006,-0.00147859027646843
2006-02-09,"FIDELITY NATIONAL INFO SVCS INC",-0.01251,0.000432,2,2006,-0.00147859027646843
2006-02-09,"COMCAST CORP NEW",-0.015174,0.000432,2,2006,-0.00147859027646843
2006-02-09,"COMCAST CORP NEW",-0.015191,0.000432,2,2006,-0.00147859027646843
2006-02-09,"CHIPOTLE MEXICAN GRILL INC",-0.036948,0.000432,2,2006,-0.00147859027646843
2006-02-10,"C A INC",-0.000369,0.000436,2,2006,0.00253674786508959
2006-02-10,"INTERNATIONAL GAME TECHNOLOGY",0.017399,0.000436,2,2006,0.00253674786508959
2006-02-10,"MORGAN STANLEY DEAN WITTER & CO",-0.01422,0.000436,2,2006,0.00253674786508959
2006-02-10,"CONVERGYS CORP",-0.003051,0.000436,2,2006,0.00253674786508959
2006-02-10,"FIDELITY NATIONAL INFO SVCS INC",0.003235,0.000436,2,2006,0.00253674786508959
2006-02-10,"COMCAST CORP NEW",-0.002255,0.000436,2,2006,0.00253674786508959
2006-02-10,"COMCAST CORP NEW",-0.005267,0.000436,2,2006,0.00253674786508959
2006-02-10,"CHIPOTLE MEXICAN GRILL INC",-0.039501,0.000436,2,2006,0.00253674786508959
2006-02-13,"C A INC",-0.002955,0.000438,2,2006,-0.00326502259798915
2006-02-13,"INTERNATIONAL GAME TECHNOLOGY",-0.000543,0.000438,2,2006,-0.00326502259798915
2006-02-13,"MORGAN STANLEY DEAN WITTER & CO",-0.00829,0.000438,2,2006,-0.00326502259798915
2006-02-13,"CONVERGYS CORP",0.022032,0.000438,2,2006,-0.00326502259798915
2006-02-13,"FIDELITY NATIONAL INFO SVCS INC",0.000806,0.000438,2,2006,-0.00326502259798915
2006-02-13,"COMCAST CORP NEW",-0.013183,0.000438,2,2006,-0.00326502259798915
2006-02-13,"COMCAST CORP NEW",-0.013616,0.000438,2,2006,-0.00326502259798915
2006-02-13,"CHIPOTLE MEXICAN GRILL INC",-0.019617,0.000438,2,2006,-0.00326502259798915
2006-02-14,"JOHNSON & JOHNSON",0.009402,0.000442,2,2006,0.00998282308962491
2006-02-14,"C A INC",0.001482,0.000442,2,2006,0.00998282308962491
2006-02-14,"INTERNATIONAL GAME TECHNOLOGY",-0.005975,0.000442,2,2006,0.00998282308962491
2006-02-14,"MORGAN STANLEY DEAN WITTER & CO",0.004347,0.000442,2,2006,0.00998282308962491
2006-02-14,"CONVERGYS CORP",0,0.000442,2,2006,0.00998282308962491
2006-02-14,"FIDELITY NATIONAL INFO SVCS INC",0.000537,0.000442,2,2006,0.00998282308962491
2006-02-14,"COMCAST CORP NEW",0.013359,0.000442,2,2006,0.00998282308962491
2006-02-14,"COMCAST CORP NEW",0.014187,0.000442,2,2006,0.00998282308962491
2006-02-14,"CHIPOTLE MEXICAN GRILL INC",0.036644,0.000442,2,2006,0.00998282308962491
2006-02-15,"JOHNSON & JOHNSON",0.000847,0.000439,2,2006,0.00349827668458367
2006-02-15,"C A INC",0.009989,0.000439,2,2006,0.00349827668458367
2006-02-15,"INTERNATIONAL GAME TECHNOLOGY",-0.001093,0.000439,2,2006,0.00349827668458367
2006-02-15,"MORGAN STANLEY DEAN WITTER & CO",0.013151,0.000439,2,2006,0.00349827668458367
2006-02-15,"CONVERGYS CORP",-0.001796,0.000439,2,2006,0.00349827668458367
2006-02-15,"FIDELITY NATIONAL INFO SVCS INC",-0.018782,0.000439,2,2006,0.00349827668458367
2006-02-15,"COMCAST CORP NEW",-0.000377,0.000439,2,2006,0.00349827668458367
2006-02-15,"COMCAST CORP NEW",-0.002268,0.000439,2,2006,0.00349827668458367
2006-02-15,"CHIPOTLE MEXICAN GRILL INC",-0.006977,0.000439,2,2006,0.00349827668458367
2006-02-16,"JOHNSON & JOHNSON",-0.00203,0.000438,2,2006,0.00730140862996171
2006-02-16,"C A INC",-0.001831,0.000438,2,2006,0.00730140862996171
2006-02-16,"INTERNATIONAL GAME TECHNOLOGY",0.00465,0.000438,2,2006,0.00730140862996171
2006-02-16,"MORGAN STANLEY DEAN WITTER & CO",0.00723,0.000438,2,2006,0.00730140862996171
2006-02-16,"CONVERGYS CORP",0.004199,0.000438,2,2006,0.00730140862996171
2006-02-16,"FIDELITY NATIONAL INFO SVCS INC",0.078206,0.000438,2,2006,0.00730140862996171
2006-02-16,"COMCAST CORP NEW",-0.00113,0.000438,2,2006,0.00730140862996171
2006-02-16,"COMCAST CORP NEW",-0.002274,0.000438,2,2006,0.00730140862996171
2006-02-16,"CHIPOTLE MEXICAN GRILL INC",0.040984,0.000438,2,2006,0.00730140862996171
2006-02-17,"JOHNSON & JOHNSON",0.001526,0.000439,2,2006,-0.0016611029148456
2006-02-17,"C A INC",-0.006239,0.000439,2,2006,-0.0016611029148456
2006-02-17,"INTERNATIONAL GAME TECHNOLOGY",-0.008712,0.000439,2,2006,-0.0016611029148456
2006-02-17,"CONVERGYS CORP",-0.005974,0.000439,2,2006,-0.0016611029148456
2006-02-17,"FIDELITY NATIONAL INFO SVCS INC",-0.005072,0.000439,2,2006,-0.0016611029148456
2006-02-17,"COMCAST CORP NEW",-0.007544,0.000439,2,2006,-0.0016611029148456
2006-02-17,"COMCAST CORP NEW",-0.003798,0.000439,2,2006,-0.0016611029148456
2006-02-17,"CHIPOTLE MEXICAN GRILL INC",-0.013498,0.000439,2,2006,-0.0016611029148456
2006-02-21,"JOHNSON & JOHNSON",0.001185,0.000442,2,2006,-0.00327589298696452
2006-02-21,"C A INC",-0.002954,0.000442,2,2006,-0.00327589298696452
2006-02-21,"INTERNATIONAL GAME TECHNOLOGY",-0.018401,0.000442,2,2006,-0.00327589298696452
2006-02-21,"CONVERGYS CORP",-0.011418,0.000442,2,2006,-0.00327589298696452
2006-02-21,"FIDELITY NATIONAL INFO SVCS INC",-0.01249,0.000442,2,2006,-0.00327589298696452
2006-02-21,"COMCAST CORP NEW",-0.00228,0.000442,2,2006,-0.00327589298696452
2006-02-21,"COMCAST CORP NEW",-0.001906,0.000442,2,2006,-0.00327589298696452
2006-02-21,"CHIPOTLE MEXICAN GRILL INC",-0.017104,0.000442,2,2006,-0.00327589298696452
2006-02-22,"JOHNSON & JOHNSON",-0.00186,0.000444,2,2006,0.00748539017621171
2006-02-22,"C A INC",0.012593,0.000444,2,2006,0.00748539017621171
2006-02-22,"INTERNATIONAL GAME TECHNOLOGY",-0.002518,0.000444,2,2006,0.00748539017621171
2006-02-22,"CONVERGYS CORP",0.004863,0.000444,2,2006,0.00748539017621171
2006-02-22,"FIDELITY NATIONAL INFO SVCS INC",0.00413,0.000444,2,2006,0.00748539017621171
2006-02-22,"COMCAST CORP NEW",0.010286,0.000444,2,2006,0.00748539017621171
2006-02-22,"COMCAST CORP NEW",0.011077,0.000444,2,2006,0.00748539017621171
2006-02-22,"CHIPOTLE MEXICAN GRILL INC",0.017865,0.000444,2,2006,0.00748539017621171
